공원번호,공원명,개원일,이미지,지역,공원주소,전화번호,X좌표,Y좌표,바로가기
1,남산도시자연공원,1968.9.10,http://parks.seoul.go.kr/file/info/view.do?fIdx=1884,중구,서울특별시 중구 삼일대로 231(예장동),02-3783-5900,126.9903773,37.5501402,http://parks.seoul.go.kr/template/sub/namsan.do
